crime_id,crime_type,date,time,day_of_week,month,hour,latitude,longitude,area,severity,suspect_age_group,suspect_gender,suspect_prior_record,weapon_used,arrest_made,risk_level
CR-00192,Theft,2021-04-19,23:21,Monday,4,23,12.926366,80.090558,Tambaram,Low,36-45,Female,No,None,No,Low Risk
CR-00193,Theft,2021-12-07,12:43,Tuesday,12,12,13.086367,80.220182,Anna Nagar,Low,26-35,Female,Yes,None,No,Low Risk
CR-00194,Vandalism,2024-01-28,21:39,Sunday,1,21,12.999682,80.268021,Adyar,Low,18-25,Female,No,Blunt Object,No,Medium Risk
CR-00195,Robbery,2021-09-24,12:46,Friday,9,12,12.954064,80.143067,Chromepet,High,36-45,Male,No,None,No,Medium Risk
CR-00196,Burglary,2024-08-20,06:51,Tuesday,8,6,12.937416,80.156295,Chromepet,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-00197,Robbery,2023-09-01,14:27,Friday,9,14,12.954918,80.158135,Chromepet,High,18-25,Male,No,Blunt Object,Yes,Medium Risk
CR-00198,Drug Offense,2021-05-27,11:02,Thursday,5,11,13.000166,80.219538,Velachery,Medium,18-25,Male,No,Firearm,No,Medium Risk
CR-00199,Theft,2021-05-06,18:11,Thursday,5,18,12.944445,80.140728,Chromepet,Low,18-25,Female,No,Firearm,No,Low Risk
CR-00200,Theft,2023-12-25,12:36,Monday,12,12,13.076571,80.256149,Egmore,Low,36-45,Male,No,None,No,Low Risk
CR-00201,Burglary,2023-07-31,11:03,Monday,7,11,12.979972,80.213612,Velachery,Medium,36-45,Female,Yes,None,No,Medium Risk
CR-00202,Assault,2023-07-25,07:33,Tuesday,7,7,13.071766,80.26156,Egmore,High,26-35,Male,Yes,None,Yes,Medium Risk
CR-00203,Kidnapping,2023-11-17,00:38,Friday,11,0,12.929983,80.090086,Tambaram,High,26-35,Male,No,Blunt Object,Yes,High Risk
CR-00204,Burglary,2024-01-03,17:07,Wednesday,1,17,13.010102,80.23835,Guindy,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-00205,Kidnapping,2023-02-15,11:54,Wednesday,2,11,13.077286,80.217587,Anna Nagar,High,18-25,Male,No,Knife,No,Medium Risk
CR-00206,Drug Offense,2024-01-17,21:40,Wednesday,1,21,13.002679,80.248076,Adyar,Medium,26-35,Female,No,Firearm,Yes,Medium Risk
CR-00207,Kidnapping,2022-11-22,05:57,Tuesday,11,5,13.047705,80.234987,T. Nagar,High,36-45,Male,Yes,Firearm,No,High Risk
CR-00208,Assault,2022-06-07,22:46,Tuesday,6,22,12.625417,80.178771,Mamallapuram,High,46+,Male,No,Knife,Yes,High Risk
CR-00209,Burglary,2021-08-15,12:59,Sunday,8,12,12.953359,80.135591,Chromepet,Medium,36-45,Male,No,None,No,Low Risk
CR-00210,Vandalism,2024-04-11,01:08,Thursday,4,1,13.051997,80.24058,T. Nagar,Low,26-35,Male,No,None,Yes,Low Risk
CR-00211,Assault,2021-08-15,18:48,Sunday,8,18,13.027849,80.235052,T. Nagar,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-00212,Burglary,2022-01-22,13:16,Saturday,1,13,13.045512,80.148912,Porur,Medium,18-25,Male,No,Blunt Object,No,Medium Risk
CR-00213,Theft,2022-11-29,21:53,Tuesday,11,21,13.047183,80.238835,T. Nagar,Low,18-25,Male,Yes,None,No,Medium Risk
CR-00214,Assault,2021-01-12,00:42,Tuesday,1,0,13.045021,80.268649,Mylapore,High,26-35,Female,No,Firearm,Yes,High Risk
CR-00215,Theft,2022-09-08,03:40,Thursday,9,3,12.621941,80.211959,Mamallapuram,Low,36-45,Male,No,None,Yes,Low Risk
CR-00216,Fraud,2024-09-16,22:27,Monday,9,22,13.0785,80.25397,Egmore,Medium,46+,Female,Yes,None,Yes,High Risk
CR-00217,Burglary,2023-12-28,13:27,Thursday,12,13,13.046745,80.260409,Mylapore,Medium,18-25,Male,No,None,No,Low Risk
CR-00218,Theft,2021-09-05,07:49,Sunday,9,7,12.995608,80.266518,Adyar,Low,46+,Male,No,Knife,No,Low Risk
CR-00219,Theft,2024-05-31,01:29,Friday,5,1,12.959229,80.145842,Chromepet,Low,18-25,Female,No,None,No,Low Risk
CR-00220,Theft,2022-08-03,22:47,Wednesday,8,22,12.981748,80.222988,Velachery,Low,26-35,Female,Yes,None,Yes,Low Risk
CR-00221,Theft,2022-09-12,20:58,Monday,9,20,12.994507,80.269166,Adyar,Low,46+,Male,No,Firearm,No,Medium Risk
CR-00222,Theft,2024-12-21,18:58,Saturday,12,18,12.631399,80.196038,Mamallapuram,Low,36-45,Female,Yes,None,No,Low Risk
CR-00223,Theft,2021-06-19,12:01,Saturday,6,12,12.92004,80.106086,Tambaram,Low,26-35,Female,Yes,None,No,Low Risk
CR-00224,Homicide,2022-06-30,23:31,Thursday,6,23,12.942954,80.097541,Tambaram,High,18-25,Male,No,None,Yes,Medium Risk
CR-00225,Homicide,2023-05-11,17:26,Thursday,5,17,12.975068,80.223969,Velachery,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-00226,Robbery,2022-10-23,15:25,Sunday,10,15,12.949856,80.137315,Chromepet,High,36-45,Male,No,Blunt Object,No,Medium Risk
CR-00227,Robbery,2024-02-07,17:40,Wednesday,2,17,12.997759,80.257191,Adyar,High,26-35,Male,No,Firearm,Yes,Medium Risk
CR-00228,Drug Offense,2021-07-08,19:28,Thursday,7,19,13.065583,80.264281,Egmore,Medium,26-35,Male,No,Firearm,Yes,Medium Risk
CR-00229,Vandalism,2023-04-05,17:59,Wednesday,4,17,12.919048,80.091814,Tambaram,Low,18-25,Male,No,None,No,Low Risk
CR-00230,Fraud,2023-01-21,13:12,Saturday,1,13,12.973002,80.208414,Velachery,Medium,36-45,Male,Yes,None,No,Medium Risk
CR-00231,Homicide,2022-05-19,20:53,Thursday,5,20,13.001913,80.222429,Guindy,High,36-45,Male,No,Firearm,No,High Risk
CR-00232,Theft,2022-05-20,12:47,Friday,5,12,13.008963,80.262927,Adyar,Low,26-35,Male,Yes,None,No,Low Risk
CR-00233,Fraud,2024-01-25,06:05,Thursday,1,6,13.0469,80.163893,Porur,Medium,18-25,Female,Yes,None,Yes,Medium Risk
CR-00234,Cybercrime,2024-09-22,19:11,Sunday,9,19,13.049873,80.250453,Mylapore,Medium,26-35,Male,Yes,None,No,Low Risk
CR-00235,Vandalism,2024-12-13,00:57,Friday,12,0,13.007131,80.243987,Guindy,Low,26-35,Male,No,Blunt Object,No,Medium Risk
CR-00236,Theft,2024-06-17,20:34,Monday,6,20,12.630264,80.190276,Mamallapuram,Low,36-45,Male,Yes,Knife,No,Medium Risk
CR-00237,Theft,2024-05-14,18:02,Tuesday,5,18,12.951816,80.147015,Chromepet,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-00238,Burglary,2023-06-21,12:56,Wednesday,6,12,13.026748,80.161278,Porur,Medium,18-25,Male,No,None,Yes,Low Risk
CR-00239,Assault,2021-10-16,18:53,Saturday,10,18,13.075311,80.258017,Egmore,High,26-35,Female,Yes,Blunt Object,No,High Risk
CR-00240,Theft,2021-07-21,09:05,Wednesday,7,9,12.925251,80.103029,Tambaram,Low,26-35,Male,No,None,Yes,Low Risk
CR-00241,Burglary,2021-07-27,18:23,Tuesday,7,18,13.037501,80.270767,Mylapore,Medium,18-25,Female,Yes,None,Yes,Medium Risk
CR-00242,Robbery,2022-01-02,16:52,Sunday,1,16,13.051319,80.242209,T. Nagar,High,18-25,Male,No,Firearm,No,High Risk
CR-00243,Theft,2021-09-23,17:58,Thursday,9,17,13.071481,80.263114,Egmore,Low,36-45,Male,No,None,Yes,Low Risk
CR-00244,Assault,2024-04-02,22:09,Tuesday,4,22,12.978417,80.221364,Velachery,High,46+,Male,Yes,Firearm,Yes,High Risk
CR-00245,Vandalism,2024-02-25,20:46,Sunday,2,20,13.09842,80.20616,Anna Nagar,Low,26-35,Male,No,None,Yes,Low Risk
CR-00246,Theft,2022-01-04,20:46,Tuesday,1,20,13.067611,80.253936,Egmore,Low,18-25,Male,No,None,No,Low Risk
CR-00247,Theft,2024-08-20,12:17,Tuesday,8,12,12.940397,80.147854,Chromepet,Low,36-45,Male,No,None,Yes,Low Risk
CR-00248,Kidnapping,2022-01-25,20:38,Tuesday,1,20,13.007683,80.254343,Adyar,High,36-45,Male,No,Firearm,Yes,High Risk
CR-00249,Burglary,2022-02-24,16:42,Thursday,2,16,12.623068,80.178512,Mamallapuram,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-00250,Theft,2023-04-03,19:37,Monday,4,19,13.031206,80.263661,Mylapore,Low,18-25,Male,No,None,No,Low Risk
CR-00251,Fraud,2023-03-14,20:00,Tuesday,3,20,13.001997,80.243222,Adyar,Medium,26-35,Male,No,None,No,Medium Risk
CR-00252,Kidnapping,2024-11-13,12:41,Wednesday,11,12,12.974295,80.211862,Velachery,High,46+,Male,No,Knife,Yes,Medium Risk
CR-00253,Vandalism,2021-03-28,21:22,Sunday,3,21,12.923198,80.099701,Tambaram,Low,26-35,Male,No,None,No,Low Risk
CR-00254,Burglary,2024-06-24,00:01,Monday,6,0,12.91949,80.107706,Tambaram,Medium,18-25,Male,No,None,No,Medium Risk
CR-00255,Robbery,2021-04-25,10:08,Sunday,4,10,13.077814,80.206022,Anna Nagar,High,18-25,Male,No,Knife,No,High Risk
CR-00256,Burglary,2024-08-05,14:18,Monday,8,14,13.048718,80.263458,Mylapore,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-00257,Fraud,2021-09-02,07:28,Thursday,9,7,12.981581,80.221182,Velachery,Medium,36-45,Male,No,None,No,Low Risk
CR-00258,Robbery,2021-06-20,03:02,Sunday,6,3,13.018413,80.228575,Guindy,High,18-25,Male,No,Knife,No,High Risk
CR-00259,Drug Offense,2022-05-14,07:53,Saturday,5,7,13.062646,80.259276,Egmore,Medium,46+,Male,Yes,Firearm,Yes,Medium Risk
CR-00260,Kidnapping,2022-07-14,09:07,Thursday,7,9,13.044987,80.138525,Porur,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-00261,Burglary,2021-08-09,16:28,Monday,8,16,12.982708,80.215734,Velachery,Medium,36-45,Male,Yes,Knife,Yes,Medium Risk
CR-00262,Kidnapping,2024-12-08,09:48,Sunday,12,9,12.975395,80.219991,Velachery,High,18-25,Male,No,None,Yes,Medium Risk
CR-00263,Assault,2024-08-30,20:34,Friday,8,20,13.048027,80.273183,Mylapore,High,18-25,Female,No,None,No,Medium Risk
CR-00264,Robbery,2023-05-08,21:36,Monday,5,21,12.918555,80.108487,Tambaram,High,36-45,Male,No,Knife,Yes,High Risk
CR-00265,Drug Offense,2023-01-04,21:43,Wednesday,1,21,13.089819,80.27227,Egmore,Medium,26-35,Male,No,None,Yes,Medium Risk
CR-00266,Burglary,2021-07-14,22:29,Wednesday,7,22,13.095379,80.211015,Anna Nagar,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-00267,Drug Offense,2023-06-06,09:19,Tuesday,6,9,13.068068,80.26454,Egmore,Medium,26-35,Male,No,None,No,Low Risk
CR-00268,Robbery,2022-11-21,20:24,Monday,11,20,13.035564,80.162355,Porur,High,46+,Female,No,Blunt Object,Yes,High Risk
CR-00269,Theft,2022-11-19,20:11,Saturday,11,20,13.007254,80.2614,Adyar,Low,46+,Male,Yes,Knife,No,Medium Risk
CR-00270,Theft,2023-07-06,20:10,Thursday,7,20,13.03991,80.229876,T. Nagar,Low,18-25,Female,No,None,No,Low Risk
CR-00271,Burglary,2024-10-10,22:04,Thursday,10,22,12.964672,80.160238,Chromepet,Medium,36-45,Male,No,Blunt Object,Yes,Medium Risk
CR-00272,Robbery,2022-10-13,22:54,Thursday,10,22,13.002601,80.23836,Guindy,High,26-35,Female,No,Knife,No,High Risk
CR-00273,Cybercrime,2021-07-08,18:54,Thursday,7,18,12.947445,80.147428,Chromepet,Medium,46+,Male,No,None,No,Low Risk
CR-00274,Burglary,2022-09-08,19:21,Thursday,9,19,13.011799,80.220065,Guindy,Medium,36-45,Male,Yes,None,Yes,Medium Risk
CR-00275,Fraud,2021-06-15,16:55,Tuesday,6,16,12.628617,80.200452,Mamallapuram,Medium,26-35,Male,No,None,Yes,Low Risk
CR-00276,Fraud,2023-11-19,13:29,Sunday,11,13,13.027095,80.161591,Porur,Medium,26-35,Male,No,None,No,Low Risk
CR-00277,Vandalism,2024-07-03,20:34,Wednesday,7,20,13.090506,80.201928,Anna Nagar,Low,26-35,Female,No,Firearm,Yes,Medium Risk
CR-00278,Burglary,2024-07-15,20:41,Monday,7,20,12.625253,80.186727,Mamallapuram,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-00279,Theft,2022-04-30,16:36,Saturday,4,16,13.072706,80.264736,Egmore,Low,36-45,Male,Yes,None,Yes,Low Risk
CR-00280,Assault,2023-12-09,12:12,Saturday,12,12,13.04656,80.229641,T. Nagar,High,18-25,Female,Yes,None,Yes,Medium Risk
CR-00281,Assault,2024-08-18,20:04,Sunday,8,20,12.919256,80.108064,Tambaram,High,18-25,Male,No,Knife,Yes,High Risk
CR-00282,Assault,2021-04-16,11:33,Friday,4,11,12.985835,80.231129,Velachery,High,36-45,Female,Yes,Firearm,Yes,High Risk
CR-00283,Homicide,2022-01-28,22:25,Friday,1,22,13.098622,80.209502,Anna Nagar,High,26-35,Female,Yes,Firearm,No,High Risk
CR-00284,Assault,2021-07-06,20:39,Tuesday,7,20,13.100233,80.223108,Anna Nagar,High,26-35,Male,No,Knife,Yes,High Risk
CR-00285,Theft,2024-12-16,21:52,Monday,12,21,12.996337,80.252187,Adyar,Low,18-25,Female,No,Knife,No,Medium Risk
CR-00286,Assault,2023-06-25,12:58,Sunday,6,12,13.005357,80.269527,Adyar,High,46+,Male,Yes,Knife,Yes,High Risk
CR-00287,Robbery,2022-01-23,00:41,Sunday,1,0,13.084032,80.266411,Egmore,High,26-35,Male,Yes,None,Yes,High Risk
CR-00288,Theft,2021-11-24,09:25,Wednesday,11,9,13.079137,80.268891,Egmore,Low,36-45,Male,No,None,No,Low Risk
CR-00289,Fraud,2024-09-23,08:20,Monday,9,8,13.074251,80.25764,Egmore,Medium,36-45,Male,No,None,Yes,Low Risk
CR-00290,Assault,2021-11-04,22:46,Thursday,11,22,13.084636,80.206706,Anna Nagar,High,18-25,Male,Yes,None,Yes,High Risk
CR-00291,Theft,2024-09-06,17:41,Friday,9,17,12.977217,80.220868,Velachery,Low,18-25,Male,No,None,No,Low Risk
CR-00292,Theft,2022-05-08,20:53,Sunday,5,20,13.036878,80.22097,T. Nagar,Low,18-25,Male,Yes,None,No,Medium Risk
CR-00293,Fraud,2021-07-03,11:01,Saturday,7,11,13.007988,80.240868,Guindy,Medium,46+,Male,No,None,No,Low Risk
CR-00294,Assault,2022-12-01,23:57,Thursday,12,23,12.997772,80.249936,Adyar,High,18-25,Female,No,Blunt Object,No,High Risk
CR-00295,Burglary,2023-07-12,06:15,Wednesday,7,6,13.029758,80.257517,Mylapore,Medium,46+,Male,Yes,None,Yes,Medium Risk
CR-00296,Fraud,2024-10-15,17:02,Tuesday,10,17,12.999635,80.26833,Adyar,Medium,18-25,Male,No,None,Yes,Low Risk
CR-00297,Assault,2021-07-02,06:53,Friday,7,6,13.080768,80.201648,Anna Nagar,High,36-45,Male,No,Knife,Yes,Medium Risk
CR-00298,Burglary,2021-09-07,08:14,Tuesday,9,8,12.988791,80.218846,Velachery,Medium,36-45,Male,No,None,No,Low Risk
CR-00299,Fraud,2024-06-19,16:51,Wednesday,6,16,13.045534,80.238151,T. Nagar,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-00300,Theft,2023-01-22,20:39,Sunday,1,20,13.045187,80.250746,T. Nagar,Low,18-25,Male,Yes,None,No,Medium Risk
CR-00301,Homicide,2022-04-02,01:57,Saturday,4,1,12.978054,80.216832,Velachery,High,36-45,Male,Yes,None,Yes,High Risk
CR-00302,Robbery,2022-11-25,21:14,Friday,11,21,12.934286,80.143571,Chromepet,High,36-45,Male,Yes,Knife,Yes,High Risk
CR-00303,Burglary,2023-02-13,17:13,Monday,2,17,12.985376,80.221693,Velachery,Medium,26-35,Male,No,None,Yes,Medium Risk
CR-00304,Fraud,2024-05-25,17:46,Saturday,5,17,12.915721,80.097501,Tambaram,Medium,46+,Male,No,None,Yes,Low Risk
CR-00305,Theft,2021-01-19,20:46,Tuesday,1,20,13.035068,80.262558,Mylapore,Low,26-35,Female,No,None,No,Low Risk
CR-00306,Assault,2023-12-25,14:35,Monday,12,14,12.990759,80.228293,Velachery,High,26-35,Male,Yes,None,No,Medium Risk
CR-00307,Burglary,2024-07-31,16:01,Wednesday,7,16,13.006814,80.207989,Guindy,Medium,46+,Male,No,Knife,No,Medium Risk
CR-00308,Robbery,2024-08-29,11:29,Thursday,8,11,13.089119,80.263708,Egmore,High,36-45,Female,Yes,Knife,No,High Risk
CR-00309,Drug Offense,2022-05-09,06:28,Monday,5,6,13.043437,80.152714,Porur,Medium,26-35,Male,No,None,Yes,Low Risk
CR-00310,Assault,2023-03-22,23:03,Wednesday,3,23,12.995421,80.251181,Adyar,High,36-45,Male,Yes,Blunt Object,Yes,High Risk
CR-00311,Burglary,2023-09-29,00:59,Friday,9,0,13.066298,80.199166,Anna Nagar,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-00312,Kidnapping,2021-10-08,08:44,Friday,10,8,13.017824,80.218439,Guindy,High,36-45,Male,No,Firearm,Yes,Medium Risk
CR-00313,Assault,2021-04-09,10:20,Friday,4,10,12.95553,80.143336,Chromepet,High,26-35,Male,Yes,Blunt Object,Yes,High Risk
CR-00314,Theft,2022-10-18,00:43,Tuesday,10,0,13.007786,80.248101,Adyar,Low,26-35,Male,Yes,None,No,Medium Risk
CR-00315,Vandalism,2022-12-04,13:45,Sunday,12,13,13.083531,80.203422,Anna Nagar,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-00316,Theft,2022-09-22,12:11,Thursday,9,12,12.993743,80.246724,Adyar,Low,46+,Male,No,None,No,Low Risk
CR-00317,Robbery,2022-04-06,17:36,Wednesday,4,17,13.071824,80.259543,Egmore,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-00318,Assault,2022-04-16,20:42,Saturday,4,20,13.040987,80.264995,Mylapore,High,18-25,Male,No,Blunt Object,Yes,High Risk
CR-00319,Drug Offense,2023-10-30,16:49,Monday,10,16,12.985354,80.212433,Velachery,Medium,36-45,Male,Yes,None,No,Medium Risk
CR-00320,Homicide,2024-03-16,08:30,Saturday,3,8,13.045222,80.26939,Mylapore,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-00321,Robbery,2021-05-24,18:38,Monday,5,18,12.634324,80.197043,Mamallapuram,High,36-45,Male,No,Firearm,Yes,Medium Risk
CR-00322,Homicide,2021-11-17,18:52,Wednesday,11,18,13.077891,80.257731,Egmore,High,18-25,Female,No,Knife,No,Medium Risk
CR-00323,Fraud,2023-05-31,22:48,Wednesday,5,22,13.023036,80.282221,Mylapore,Medium,36-45,Male,No,None,Yes,Medium Risk
CR-00324,Vandalism,2022-07-08,10:53,Friday,7,10,13.050383,80.236703,T. Nagar,Low,36-45,Male,No,None,No,Low Risk
CR-00325,Burglary,2021-07-20,18:56,Tuesday,7,18,13.085607,80.207918,Anna Nagar,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-00326,Theft,2022-06-08,17:19,Wednesday,6,17,13.000515,80.220604,Guindy,Low,26-35,Male,No,None,No,Low Risk
CR-00327,Fraud,2024-12-14,19:15,Saturday,12,19,12.888263,80.234893,Sholinganallur,Medium,26-35,Male,Yes,None,No,Low Risk
CR-00328,Kidnapping,2022-10-23,18:13,Sunday,10,18,12.982191,80.216287,Velachery,High,36-45,Male,Yes,Blunt Object,No,High Risk
CR-00329,Burglary,2022-07-10,18:44,Sunday,7,18,13.027415,80.163881,Porur,Medium,46+,Male,Yes,None,No,Medium Risk
CR-00330,Theft,2023-03-11,21:58,Saturday,3,21,12.952585,80.153595,Chromepet,Low,26-35,Male,No,Knife,Yes,Medium Risk
CR-00331,Burglary,2023-07-29,06:10,Saturday,7,6,12.951076,80.148823,Chromepet,Medium,18-25,Female,No,None,Yes,Low Risk
CR-00332,Assault,2022-12-07,18:05,Wednesday,12,18,12.99881,80.231948,Guindy,High,36-45,Male,No,Firearm,Yes,Medium Risk
CR-00333,Burglary,2024-01-31,06:42,Wednesday,1,6,13.101688,80.201982,Anna Nagar,Medium,18-25,Male,No,Firearm,Yes,Medium Risk
CR-00334,Robbery,2023-07-13,20:55,Thursday,7,20,13.043369,80.226867,T. Nagar,High,18-25,Male,No,Knife,Yes,High Risk
CR-00335,Fraud,2023-07-31,17:48,Monday,7,17,13.019419,80.225193,Guindy,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-00336,Assault,2024-12-15,00:23,Sunday,12,0,13.043215,80.157992,Porur,High,18-25,Male,No,Firearm,No,High Risk
CR-00337,Robbery,2021-11-09,13:53,Tuesday,11,13,12.924891,80.094223,Tambaram,High,18-25,Female,No,None,Yes,Medium Risk
CR-00338,Theft,2022-05-22,18:53,Sunday,5,18,13.03818,80.271687,Mylapore,Low,18-25,Male,No,Firearm,No,Low Risk
CR-00339,Assault,2022-05-28,08:59,Saturday,5,8,13.078277,80.215512,Anna Nagar,High,26-35,Male,No,None,No,Medium Risk
CR-00340,Vandalism,2023-01-26,04:26,Thursday,1,4,13.004541,80.218285,Guindy,Low,26-35,Female,Yes,Blunt Object,No,Medium Risk
CR-00341,Assault,2023-11-29,15:29,Wednesday,11,15,13.059972,80.230865,T. Nagar,High,36-45,Male,No,Blunt Object,Yes,Medium Risk
CR-00342,Cybercrime,2022-01-25,19:07,Tuesday,1,19,12.931661,80.138342,Chromepet,Medium,18-25,Female,Yes,Blunt Object,No,Medium Risk
CR-00343,Assault,2024-06-23,05:54,Sunday,6,5,13.069549,80.217062,Anna Nagar,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-00344,Vandalism,2024-04-24,14:58,Wednesday,4,14,13.074008,80.207948,Anna Nagar,Low,26-35,Male,Yes,None,No,Low Risk
CR-00345,Burglary,2024-01-14,13:15,Sunday,1,13,12.949218,80.136786,Chromepet,Medium,26-35,Male,No,None,No,Low Risk
CR-00346,Assault,2024-09-15,16:57,Sunday,9,16,13.032069,80.232419,T. Nagar,High,18-25,Male,Yes,None,Yes,Medium Risk
CR-00347,Burglary,2023-06-23,11:57,Friday,6,11,13.079179,80.210176,Anna Nagar,Medium,26-35,Male,No,None,No,Medium Risk
CR-00348,Theft,2021-01-15,20:33,Friday,1,20,13.101829,80.214871,Anna Nagar,Low,46+,Female,Yes,None,Yes,Medium Risk
CR-00349,Theft,2024-10-23,18:35,Wednesday,10,18,13.009023,80.239655,Adyar,Low,18-25,Male,No,None,No,Low Risk
CR-00350,Burglary,2022-04-13,17:03,Wednesday,4,17,13.097242,80.215419,Anna Nagar,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-00351,Fraud,2023-03-24,15:11,Friday,3,15,13.03462,80.223603,T. Nagar,Medium,46+,Male,No,None,No,Low Risk
CR-00352,Assault,2022-07-17,19:21,Sunday,7,19,13.080221,80.218723,Anna Nagar,High,26-35,Male,No,Firearm,No,Medium Risk
CR-00353,Theft,2022-02-14,21:34,Monday,2,21,12.98979,80.230284,Velachery,Low,18-25,Male,No,None,No,Low Risk
CR-00354,Fraud,2021-08-02,21:39,Monday,8,21,13.027767,80.225339,T. Nagar,Medium,36-45,Male,No,None,No,Medium Risk
CR-00355,Theft,2021-11-09,09:26,Tuesday,11,9,13.012132,80.214101,Guindy,Low,26-35,Female,No,None,Yes,Low Risk
CR-00356,Robbery,2022-06-17,19:47,Friday,6,19,13.026921,80.229257,T. Nagar,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-00357,Kidnapping,2023-10-18,19:44,Wednesday,10,19,12.995828,80.257404,Adyar,High,36-45,Male,Yes,None,Yes,Medium Risk
CR-00358,Assault,2022-05-23,07:33,Monday,5,7,13.048225,80.159633,Porur,High,36-45,Female,No,Knife,Yes,Medium Risk
CR-00359,Theft,2024-11-26,11:44,Tuesday,11,11,13.022063,80.210817,Guindy,Low,18-25,Male,No,None,Yes,Low Risk
CR-00360,Burglary,2024-09-14,17:03,Saturday,9,17,13.045347,80.272433,Mylapore,Medium,18-25,Male,No,Blunt Object,No,Medium Risk
CR-00361,Fraud,2022-06-09,00:44,Thursday,6,0,13.078396,80.257989,Egmore,Medium,18-25,Female,Yes,None,Yes,Medium Risk
CR-00362,Drug Offense,2022-01-11,13:36,Tuesday,1,13,13.091334,80.216386,Anna Nagar,Medium,26-35,Male,No,None,No,Medium Risk
CR-00363,Assault,2021-06-28,21:30,Monday,6,21,13.036038,80.270935,Mylapore,High,36-45,Male,No,None,Yes,Medium Risk
CR-00364,Assault,2022-08-17,09:19,Wednesday,8,9,13.069189,80.249556,Egmore,High,18-25,Female,No,None,Yes,Medium Risk
CR-00365,Drug Offense,2021-07-02,08:18,Friday,7,8,12.614834,80.183444,Mamallapuram,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-00366,Drug Offense,2021-06-22,21:26,Tuesday,6,21,13.076694,80.25898,Egmore,Medium,46+,Male,Yes,None,No,Medium Risk
CR-00367,Theft,2023-06-13,11:02,Tuesday,6,11,13.084885,80.209059,Anna Nagar,Low,36-45,Male,No,None,No,Low Risk
CR-00368,Vandalism,2024-09-12,07:00,Thursday,9,7,13.008544,80.215352,Guindy,Low,26-35,Male,No,Blunt Object,No,Low Risk
CR-00369,Theft,2024-01-16,08:10,Tuesday,1,8,13.027014,80.281156,Mylapore,Low,18-25,Male,No,None,No,Low Risk
CR-00370,Kidnapping,2022-09-03,21:47,Saturday,9,21,13.043778,80.265079,Mylapore,High,18-25,Male,No,Firearm,Yes,High Risk
CR-00371,Fraud,2023-03-15,10:14,Wednesday,3,10,13.083877,80.212561,Anna Nagar,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-00372,Assault,2024-06-13,16:28,Thursday,6,16,12.933001,80.098735,Tambaram,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-00373,Fraud,2024-01-23,13:20,Tuesday,1,13,12.984952,80.225026,Velachery,Medium,18-25,Male,No,None,No,Low Risk
CR-00374,Assault,2021-11-21,10:15,Sunday,11,10,12.975124,80.239185,Velachery,High,18-25,Male,No,Blunt Object,Yes,Medium Risk
CR-00375,Vandalism,2021-09-08,03:17,Wednesday,9,3,13.079294,80.252951,Egmore,Low,18-25,Male,No,None,No,Low Risk
CR-00376,Vandalism,2021-11-14,10:22,Sunday,11,10,13.079503,80.249499,Egmore,Low,26-35,Male,No,None,No,Low Risk
CR-00377,Vandalism,2024-04-20,00:57,Saturday,4,0,12.930078,80.08513,Tambaram,Low,36-45,Female,Yes,None,No,Medium Risk
CR-00378,Burglary,2022-06-05,00:11,Sunday,6,0,12.627825,80.183769,Mamallapuram,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-00379,Cybercrime,2021-05-06,15:40,Thursday,5,15,12.921251,80.107721,Tambaram,Medium,46+,Male,No,None,No,Medium Risk
CR-00380,Fraud,2022-07-23,03:34,Saturday,7,3,13.086879,80.25955,Egmore,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-00381,Burglary,2024-07-20,20:22,Saturday,7,20,12.901697,80.247816,Sholinganallur,Medium,46+,Male,No,Blunt Object,No,Medium Risk
CR-00382,Theft,2024-01-10,15:05,Wednesday,1,15,13.050781,80.26,Mylapore,Low,26-35,Female,Yes,None,Yes,Medium Risk
CR-00383,Theft,2023-12-04,23:32,Monday,12,23,13.038619,80.224628,T. Nagar,Low,18-25,Male,Yes,Knife,No,Medium Risk
